Journal Report 1 (R4)	Number of Successful Full-Text Article Requests by Month and Journal																				
Universität Regensburg																					
2000374973																					
Period covered by Report:																					
2014-01-01 to 2014-12-31																					
Date run:																					
2015-03-17																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2014	Feb-2014	Mar-2014	Apr-2014	May-2014	Jun-2014	Jul-2014	Aug-2014	Sep-2014	Oct-2014	Nov-2014	Dec-2014
Current Osteoporosis Reports	Springer	SpringerLink	10.1007/11914.1544-2241	11914	1544-1873	1544-2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Otorhinolaryngology Reports	Springer	SpringerLink	10.1007/40136.2167-583X	40136		2167-583X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Pain and Headache Reports	Springer	SpringerLink	10.1007/11916.1534-3081	11916	1531-3433	1534-3081	4	0	3	0	0	1	0	3	0	0	0	0	0	0	0
Current Pathobiology Reports	Springer	SpringerLink	10.1007/40139.2167-485X	40139		2167-485X	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0
Current Pediatrics Reports	Springer	SpringerLink		40124		2167-4841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Pharmacology Reports	Springer	SpringerLink		40495		2198-641X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Physical Medicine and Rehabilitation Reports	Springer	SpringerLink	10.1007/40141.2167-4833	40141		2167-4833	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1
Current Prostate Reports	Springer	SpringerLink		11918	1544-1865	1544-225X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Psychiatry Reports	Springer	SpringerLink	10.1007/11920.1535-1645	11920	1523-3812	1535-1645	36	1	23	6	8	8	2	2	1	0	2	3	2	1	1
Current Psychological Reviews	Springer	SpringerLink		12391	0144-3895		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Psychology	Springer	SpringerLink	10.1007/12144.1936-4733	12144	1046-1310	1936-4733	52	3	27	5	5	2	4	7	0	2	3	7	11	4	2
Current Psychosis & Therapeutics Reports	Springer	SpringerLink		11922	1545-8083	1545-8091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Radiology Reports	Springer	SpringerLink	10.1007/40134.2167-4825	40134		2167-4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Respiratory Care Reports	Springer	SpringerLink	10.1007/13665.2161-332X	13665		2161-332X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Reviews in Musculoskeletal Medicine	Springer	SpringerLink	10.1007/12178.1935-9748	12178	1935-973X	1935-9748	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Current Rheumatology Reports	Springer	SpringerLink	10.1007/11926.1534-6307	11926	1523-3774	1534-6307	12	1	7	1	0	0	0	0	0	1	0	3	1	6	0
Current Sexual Health Reports	Springer	SpringerLink	10.1007/11930.1548-3592	11930	1548-3584	1548-3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Sleep Medicine Reports	Springer	SpringerLink		40675		2198-6401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Sports Medicine Reports	Springer	SpringerLink		11932	1537-890X	1537-8918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Stem Cell Reports	Springer	SpringerLink		40778		2198-7866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Surgery Reports	Springer	SpringerLink	10.1007/40137.2167-4817	40137		2167-4817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Sustainable/Renewable Energy Reports	Springer	SpringerLink		40518		2196-3010	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0
Current Transplantation Reports	Springer	SpringerLink		40472		2196-3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Trauma Reports	Springer	SpringerLink		40719		2198-6096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Treatment Options in Allergy	Springer	SpringerLink		40521		2196-3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Treatment Options in Cardiovascular Medicine	Springer	SpringerLink	10.1007/11936.1534-3189	11936	1092-8464	1534-3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Treatment Options in Gastroenterology	Springer	SpringerLink	10.1007/11938.1534-309X	11938	1092-8472	1534-309X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Treatment Options in Infectious Diseases	Springer	SpringerLink		40506		1534-6250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Treatment Options in Neurology	Springer	SpringerLink	10.1007/11940.1534-3138	11940	1092-8480	1534-3138	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
Current Treatment Options in Oncology	Springer	SpringerLink	10.1007/11864.1534-6277	11864	1527-2729	1534-6277	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Current Treatment Options in Pediatrics	Springer	SpringerLink		40746		2198-6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Treatment Options in Psychiatry	Springer	SpringerLink		40501		2196-3061	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3
Current Treatment Options in Rheumatology	Springer	SpringerLink		40674		2198-6002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Tropical Medicine Reports	Springer	SpringerLink		40475		2196-3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Current Urology Reports	Springer	SpringerLink	10.1007/11934.1534-6285	11934	1527-2737	1534-6285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Customer Needs and Solutions	Springer	SpringerLink		40547	2196-291X	2196-2928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cybernetics and Systems Analysis	Springer	SpringerLink	10.1007/10559.1573-8337	10559	1060-0396	1573-8337	7	0	4	2	0	3	0	2	0	0	0	0	0	0	0
Cytology and Genetics	Springer	SpringerLink		11956	0095-4527	1934-9440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytotechnology	Springer	SpringerLink	10.1007/10616.1573-0778	10616	0920-9069	1573-0778	35	1	17	4	3	3	6	3	3	1	1	1	3	5	2
Czechoslovak Journal of Physics	Springer	SpringerLink		10582	0011-4626	1572-9486	36	0	18	3	3	1	2	6	2	1	1	5	2	10	0
Czechoslovak Mathematical Journal	Springer	SpringerLink	10.1007/10587.1572-9141	10587	0011-4642	1572-9141	4	0	2	0	2	0	0	1	0	0	0	0	1	0	0
Côlon & Rectum	Springer	SpringerLink	10.1007/11725.1951-638X	11725	1951-6371	1951-638X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARU Journal of Pharmaceutical Sciences	Springer	SpringerLink		40199		2008-2231	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
DECISION	Springer	SpringerLink		40622	0304-0941	2197-1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNP - Der Neurologe und Psychiater	Springer	SpringerLink		15202	1616-2455	2196-6427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dairy Science & Technology	Springer	SpringerLink	10.1007/13594.1958-5594	13594	1958-5586	1958-5594	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dao	Springer	SpringerLink	10.1007/11712.1569-7274	11712	1540-3009	1569-7274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Data Mining and Knowledge Discovery	Springer	SpringerLink	10.1007/10618.1573-756X	10618	1384-5810	1573-756X	37	2	31	0	0	0	1	3	4	9	2	12	3	3	0
Datenbank-Spektrum	Springer	SpringerLink	10.1007/13222.1610-1995	13222	1618-2162	1610-1995	8	1	6	1	3	0	0	1	0	0	1	0	0	2	0
Datenschutz und Datensicherheit - DuD	Springer	SpringerLink	10.1007/11623.1862-2607	11623	1614-0702	1862-2607	376	0	315	23	23	46	48	38	13	30	23	27	30	49	26
De Economist	Springer	SpringerLink	10.1007/10645.1572-9982	10645	0013-063X	1572-9982	38	0	29	2	3	4	10	5	7	1	2	0	0	4	0
Debates in Neuroscience	Springer	SpringerLink		11559	1559-8314	1559-8357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Decision Analytics	Springer	SpringerLink		40165		2193-8636	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Decisions in Economics and Finance	Springer	SpringerLink	10.1007/10203.1129-6569	10203	1593-8883	1129-6569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Demography	Springer	SpringerLink	10.1007/13524.1533-7790	13524	0070-3370	1533-7790	24	0	13	3	0	1	0	4	2	0	1	1	5	7	0
Denkbeeld	Springer	SpringerLink	10.1007/12428.1876-5653	12428	0926-7182	1876-5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Der Anaesthesist	Springer	SpringerLink	10.1007/101.1432-055X	101	0003-2417	1432-055X	3847	242	3431	204	434	619	341	289	240	199	248	325	297	404	247
Der Chirurg	Springer	SpringerLink	10.1007/104.1433-0385	104	0009-4722	1433-0385	701	84	540	26	247	67	42	30	51	36	20	48	51	40	43
Der Diabetologe	Springer	SpringerLink	10.1007/11428.1860-9724	11428	1860-9716	1860-9724	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0
Der Freie Zahnarzt	Springer	SpringerLink		12614	0340-1766	2190-3824	107	6	96	0	2	1	72	1	0	0	0	12	3	1	15
Der Gastroenterologe	Springer	SpringerLink	10.1007/11377.1861-969X	11377	1861-9681	1861-969X	3	0	3	0	0	0	0	0	1	0	0	0	2	0	0
Der Gynäkologe	Springer	SpringerLink	10.1007/129.1433-0393	129	0017-5994	1433-0393	690	33	601	179	24	32	10	49	27	77	21	177	27	31	36
Der Hautarzt	Springer	SpringerLink	10.1007/105.1432-1173	105	0017-8470	1432-1173	555	76	379	55	49	73	22	31	49	46	35	42	60	59	34
Der Internist	Springer	SpringerLink	10.1007/108.1432-1289	108	0020-9554	1432-1289	755	61	633	42	39	76	41	59	23	45	36	23	47	217	107
Der Kardiologe	Springer	SpringerLink	10.1007/12181.1864-9726	12181	1864-9718	1864-9726	157	5	140	9	13	16	11	2	10	0	29	17	7	26	17
Der MKG-Chirurg	Springer	SpringerLink	10.1007/12285.1865-9667	12285	1865-9659	1865-9667	150	35	108	5	2	27	62	2	0	2	8	2	24	4	12
Der Nephrologe	Springer	SpringerLink	10.1007/11560.1862-0418	11560	1862-040X	1862-0418	15	1	14	0	1	4	0	0	5	0	0	1	0	4	0
Der Nervenarzt	Springer	SpringerLink	10.1007/115.1433-0407	115	0028-2804	1433-0407	1226	107	927	127	107	80	106	84	110	98	210	88	88	66	62
Der Onkologe	Springer	SpringerLink	10.1007/761.1433-0415	761	0947-8965	1433-0415	362	31	267	29	30	44	73	23	15	23	34	5	32	37	17
Der Ophthalmologe	Springer	SpringerLink	10.1007/347.1433-0423	347	0941-293X	1433-0423	579	99	398	53	43	43	33	69	44	34	35	23	46	83	73
Der Orthopäde	Springer	SpringerLink	10.1007/132.1433-0431	132	0085-4530	1433-0431	642	54	526	33	63	56	52	59	51	36	36	83	76	60	37
Der Pathologe	Springer	SpringerLink	10.1007/292.1432-1963	292	0172-8113	1432-1963	558	72	409	61	24	42	91	46	41	22	37	32	50	79	33
Der Pneumologe	Springer	SpringerLink	10.1007/10405.1613-6055	10405	1613-5636	1613-6055	5	0	5	0	0	2	0	0	0	0	1	1	0	1	0
Der Radiologe	Springer	SpringerLink	10.1007/117.1432-2102	117	0033-832X	1432-2102	423	49	334	25	19	69	14	28	20	36	33	28	33	95	23
Der Schmerz	Springer	SpringerLink	10.1007/482.1432-2129	482	0932-433X	1432-2129	593	16	506	21	51	46	68	220	33	27	6	10	18	54	39
Der Unfallchirurg	Springer	SpringerLink	10.1007/113.1433-044X	113	0177-5537	1433-044X	755	58	613	77	29	119	76	84	53	43	48	39	70	81	36
Der Urologe	Springer	SpringerLink	10.1007/120.1433-0563	120	0340-2592	1433-0563	260	34	198	23	31	58	24	6	15	23	15	15	18	16	16
Der Urologe B	Springer	SpringerLink		131	0042-1111	1433-0571	11	0	7	1	0	5	0	0	1	0	2	0	1	1	0
Dermatology and Therapy	Springer	SpringerLink	10.1007/13555.2190-9172	13555	2193-8210	2190-9172	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0
Design Automation for Embedded Systems	Springer	SpringerLink	10.1007/10617.1572-8080	10617	0929-5585	1572-8080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Designs, Codes and Cryptography	Springer	SpringerLink	10.1007/10623.1573-7586	10623	0925-1022	1573-7586	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Deutsches und Europäisches Familienrecht	Springer	SpringerLink		10041	1435-9499	1435-9502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Development Genes and Evolution	Springer	SpringerLink	10.1007/427.1432-041X	427	0949-944X	1432-041X	70	3	28	5	10	6	6	16	11	2	2	7	3	1	1
Diabetes Therapy	Springer	SpringerLink	10.1007/13300.1869-6961	13300	1869-6953	1869-6961	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
Diabetologia	Springer	SpringerLink	10.1007/125.1432-0428	125	0012-186X	1432-0428	160	7	130	10	22	15	13	11	8	13	15	16	13	14	10
Diabetologia Notes de lecture	Springer	SpringerLink		13116	2100-0719	2102-6246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diabetology & Metabolic Syndrome	Springer	SpringerLink		13098		1758-5996	3	0	2	2	0	0	0	0	0	0	0	0	1	0	0
Diabetology International	Springer	SpringerLink	10.1007/13340.2190-1686	13340	2190-1678	2190-1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diagnostic Pathology	Springer	SpringerLink		13000		1746-1596	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Dialectical Anthropology	Springer	SpringerLink	10.1007/10624.1573-0786	10624	0304-4092	1573-0786	3	0	2	1	1	0	0	0	0	0	0	0	0	0	1
Die Weltwirtschaft	Springer	SpringerLink		10289	0043-2652	1613-9828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Differential Equations	Springer	SpringerLink	10.1134/10625.1608-3083	10625	0012-2661	1608-3083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Differential Equations and Dynamical Systems	Springer	SpringerLink	10.1007/12591.0974-6870	12591	0971-3514	0974-6870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Digestive Diseases and Sciences	Springer	SpringerLink	10.1007/10620.1573-2568	10620	0163-2116	1573-2568	138	5	113	9	13	22	10	13	3	11	10	10	13	11	13
Directieve therapie	Springer	SpringerLink		12433	0167-238X	1875-6824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Discrete & Computational Geometry	Springer	SpringerLink	10.1007/454.1432-0444	454	0179-5376	1432-0444	12	0	4	0	0	2	3	2	0	1	0	0	2	1	1
Discrete Event Dynamic Systems	Springer	SpringerLink	10.1007/10626.1573-7594	10626	0924-6703	1573-7594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Disease Management & Health Outcomes	Springer	SpringerLink		40283	1173-8790		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diseases of the Colon & Rectum	Springer	SpringerLink		10350	0012-3706	1530-0358	35	1	25	2	6	3	3	0	6	3	0	1	5	2	4
Distributed Computing	Springer	SpringerLink	10.1007/446.1432-0452	446	0178-2770	1432-0452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Distributed and Parallel Databases	Springer	SpringerLink	10.1007/10619.1573-7578	10619	0926-8782	1573-7578	16	0	9	0	2	3	5	0	0	1	0	0	2	3	0
Documenta Ophthalmologica	Springer	SpringerLink	10.1007/10633.1573-2622	10633	0012-4486	1573-2622	111	1	91	11	2	18	3	6	4	9	1	6	11	7	33
Doklady Biochemistry and Biophysics	Springer	SpringerLink	10.1134/10628.1608-3091	10628	1607-6729	1608-3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doklady Biological Sciences	Springer	SpringerLink	10.1134/10630.1608-3105	10630	0012-4966	1608-3105	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Doklady Biophysics	Springer	SpringerLink		10629	0012-4974	1573-8930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doklady Botanical Sciences	Springer	SpringerLink		10635	0012-4982	1573-8442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doklady Chemical Technology	Springer	SpringerLink		10632	0012-4990	1573-8957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doklady Chemistry	Springer	SpringerLink	10.1134/10631.1608-3113	10631	0012-5008	1608-3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doklady Earth Sciences	Springer	SpringerLink	10.1134/11471.1531-8354	11471	1028-334X	1531-8354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doklady Mathematics	Springer	SpringerLink	10.1134/11472.1531-8362	11472	1064-5624	1531-8362	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Doklady Physical Chemistry	Springer	SpringerLink	10.1134/10634.1608-3121	10634	0012-5016	1608-3121	4	0	3	0	0	2	1	0	0	0	1	0	0	0	0
Doklady Physics	Springer	SpringerLink	10.1134/11446.1562-6903	11446	1028-3358	1562-6903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Douleur et Analgésie	Springer	SpringerLink	10.1007/11724.1951-6398	11724	1011-288X	1951-6398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dreaming	Springer	SpringerLink		10636	1053-0797	1573-3351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drug Delivery and Translational Research	Springer	SpringerLink	10.1007/13346.2190-3948	13346	2190-393X	2190-3948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drug Safety	Springer	SpringerLink	10.1007/40264.1179-1942	40264	0114-5916	1179-1942	14	0	12	0	0	0	0	0	1	0	5	8	0	0	0
Drug Safety - Case Reports	Springer	SpringerLink		40800	2199-1162	2198-977X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drugs	Springer	SpringerLink	10.1007/40265.1179-1950	40265	0012-6667	1179-1950	136	5	117	13	23	7	6	11	12	12	9	14	11	11	7
Drugs & Aging	Springer	SpringerLink	10.1007/40266.1179-1969	40266	1170-229X	1179-1969	7	0	7	0	0	0	0	0	0	0	0	0	7	0	0
Drugs & Therapy Perspectives	Springer	SpringerLink	10.1007/40267.1179-1977	40267	1172-0360	1179-1977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drugs - Real World Outcomes	Springer	SpringerLink		40801	2199-1154	2198-9788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drugs in R&D	Springer	SpringerLink	10.1007/40268.1179-6901	40268	1174-5886	1179-6901	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Dublin Journal of Medical Science	Springer	SpringerLink		12627	0790-231X		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynamic Games and Applications	Springer	SpringerLink	10.1007/13235.2153-0793	13235	2153-0785	2153-0793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynamics and Control	Springer	SpringerLink		10638	0925-4668	1573-8450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dysphagia	Springer	SpringerLink	10.1007/455.1432-0460	455	0179-051X	1432-0460	15	0	9	0	0	1	0	0	2	0	12	0	0	0	0
EJNMMI Physics	Springer	SpringerLink		40658		2197-7364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EJNMMI Research	Springer	SpringerLink	10.1007/13550.2191-219X	13550		2191-219X	6	1	3	2	0	0	0	0	3	0	0	0	1	0	0
EPJ Data Science	Springer	SpringerLink	10.1007/13688.2193-1127	13688		2193-1127	4	0	3	2	0	0	0	0	0	0	0	1	0	1	0
EPJ Nonlinear Biomedical Physics	Springer	SpringerLink	10.1007/40366.2195-0008	40366		2195-0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPJ Quantum Technology	Springer	SpringerLink		40507		2196-0763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPJ Techniques and Instrumentation	Springer	SpringerLink		40485		2195-7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPJ direct	Springer	SpringerLink		10105	1435-3725		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPMA Journal	Springer	SpringerLink		13167	1878-5077	1878-5085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERA Forum	Springer	SpringerLink	10.1007/12027.1863-9038	12027	1612-3093	1863-9038	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0
EURASIP Journal on Advances in Signal Processing	Springer	SpringerLink	10.1007/13634.1687-6180	13634		1687-6180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURASIP Journal on Audio, Speech, and Music Processing	Springer	SpringerLink	10.1007/13636.1687-4722	13636		1687-4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURASIP Journal on Bioinformatics and Systems Biology	Springer	SpringerLink	10.1007/13637.1687-4153	13637		1687-4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURASIP Journal on Embedded Systems	Springer	SpringerLink	10.1007/13639.1687-3963	13639		1687-3963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURASIP Journal on Image and Video Processing	Springer	SpringerLink	10.1007/13640.1687-5281	13640		1687-5281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURASIP Journal on Information Security	Springer	SpringerLink	10.1007/13635.1687-417X	13635		1687-417X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURASIP Journal on Wireless Communications and Networking	Springer	SpringerLink	10.1007/13638.1687-1499	13638		1687-1499	4	2	2	0	0	0	0	4	0	0	0	0	0	0	0
EURO Journal on Computational Optimization	Springer	SpringerLink	10.1007/13675.2192-4414	13675	2192-4406	2192-4414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURO Journal on Decision Processes	Springer	SpringerLink	10.1007/40070.2193-9446	40070	2193-9438	2193-9446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EURO Journal on Transportation and Logistics	Springer	SpringerLink	10.1007/13676.2192-4384	13676	2192-4376	2192-4384	3	0	2	0	0	1	2	0	0	0	0	0	0	0	0
Early Childhood Education Journal	Springer	SpringerLink	10.1007/10643.1573-1707	10643	1082-3301	1573-1707	39	18	14	1	1	3	3	0	1	4	3	0	4	16	3
Earth Perspectives	Springer	SpringerLink		40322		2194-6434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Earth Science Informatics	Springer	SpringerLink	10.1007/12145.1865-0481	12145	1865-0473	1865-0481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Earth, Moon, and Planets	Springer	SpringerLink	10.1007/11038.1573-0794	11038	0167-9295	1573-0794	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Earth, Planets and Space	Springer	SpringerLink		40623		1880-5981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Earthquake Engineering and Engineering Vibration	Springer	SpringerLink	10.1007/11803.1993-503X	11803	1671-3664	1993-503X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Earthquake Science	Springer	SpringerLink	10.1007/11589.1867-8777	11589	1674-4519	1867-8777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
East Asia	Springer	SpringerLink	10.1007/12140.1874-6284	12140	1096-6838	1874-6284	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0
East Asian Science, Technology and Society: an International Journal	Springer	SpringerLink		12280	1875-2160	1875-2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity	Springer	SpringerLink		40519	1124-4909	1590-1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EcoHealth	Springer	SpringerLink	10.1007/10393.1612-9210	10393	1612-9202	1612-9210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecological Processes	Springer	SpringerLink	10.1007/13717.2192-1709	13717		2192-1709	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ecological Research	Springer	SpringerLink	10.1007/11284.1440-1703	11284	0912-3814	1440-1703	31	3	17	3	2	2	1	0	1	1	4	8	4	3	2
Economia e Politica Industriale	Springer	SpringerLink		40812	0391-2078	1972-4977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Economic Botany	Springer	SpringerLink	10.1007/12231.1874-9364	12231	0013-0001	1874-9364	11	0	6	0	2	3	0	1	1	0	1	0	0	2	1
Economic Bulletin	Springer	SpringerLink		10160	0343-754X	1438-261X	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Economic Change and Restructuring	Springer	SpringerLink	10.1007/10644.1574-0277	10644	1573-9414	1574-0277	3	0	2	1	0	0	0	0	1	0	0	1	0	0	0
Economic Theory	Springer	SpringerLink	10.1007/199.1432-0479	199	0938-2259	1432-0479	31	0	20	5	5	5	2	3	4	0	2	0	1	4	0
Economic Theory Bulletin	Springer	SpringerLink		40505	2196-1085	2196-1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Economics of Governance	Springer	SpringerLink	10.1007/10101.1435-8131	10101	1435-6104	1435-8131	5	0	3	2	0	0	0	0	0	1	0	0	2	0	0
Ecosystems	Springer	SpringerLink	10.1007/10021.1435-0629	10021	1432-9840	1435-0629	7	0	4	0	1	2	0	0	2	0	0	0	1	0	1
Ecotoxicology	Springer	SpringerLink	10.1007/10646.1573-3017	10646	0963-9292	1573-3017	12	0	6	2	0	1	2	3	1	1	2	0	0	0	0
Education and Information Technologies	Springer	SpringerLink	10.1007/10639.1573-7608	10639	1360-2357	1573-7608	5	0	3	0	0	1	0	0	2	2	0	0	0	0	0
Educational Assessment, Evaluation and Accountability	Springer	SpringerLink	10.1007/11092.1874-8600	11092	1874-8597	1874-8600	21	0	10	1	0	5	0	4	2	5	1	3	0	0	0
Educational Psychology Review	Springer	SpringerLink	10.1007/10648.1573-336X	10648	1040-726X	1573-336X	341	17	217	45	14	30	22	17	21	12	82	17	35	19	27
Educational Research for Policy and Practice	Springer	SpringerLink	10.1007/10671.1573-1723	10671	1570-2081	1573-1723	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Educational Studies in Mathematics	Springer	SpringerLink	10.1007/10649.1573-0816	10649	0013-1954	1573-0816	37	1	24	6	1	6	3	2	8	0	3	0	5	0	3
Educational Technology Research and Development	Springer	SpringerLink	10.1007/11423.1556-6501	11423	1042-1629	1556-6501	222	7	159	35	13	21	69	23	8	12	21	4	8	4	4
Electrical Engineering	Springer	SpringerLink	10.1007/202.1432-0487	202	0948-7921	1432-0487	22	0	13	6	1	3	1	1	5	1	1	0	0	3	0
Electrocatalysis	Springer	SpringerLink	10.1007/12678.1868-5994	12678	1868-2529	1868-5994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Electronic Commerce Research	Springer	SpringerLink	10.1007/10660.1572-9362	10660	1389-5753	1572-9362	3	0	2	0	0	1	0	0	1	0	1	0	0	0	0
Electronic Markets	Springer	SpringerLink	10.1007/12525.1422-8890	12525	1019-6781	1422-8890	100	19	54	1	3	14	1	20	10	2	1	11	12	5	20
Electronic Materials Letters	Springer	SpringerLink	10.1007/13391.2093-6788	13391	1738-8090	2093-6788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elemente der Mathematik	Springer	SpringerLink		17	0013-6018	1420-8962	9	0	8	0	0	2	0	1	0	2	0	0	1	2	1
Emergency Radiology	Springer	SpringerLink	10.1007/10140.1438-1435	10140	1070-3004	1438-1435	13	0	9	1	0	3	0	1	0	4	0	0	0	4	0
Emerging Themes in Epidemiology	Springer	SpringerLink		12982		1742-7622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
